id,baseline_condition,sunk_cost_condition,scenario_topic
1145,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a five-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1146,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a six-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1147,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a four-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1148,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a five-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1149,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a six-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1150,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a four-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1151,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a five-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1152,"You’ve been considering pursuing a computer science degree in college. The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a six-year computer science degree at your university.  The field initially seemed promising and you were particularly motivated by advice from mentors and teachers. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1153,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1154,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1155,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1156,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1157,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1158,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1159,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1160,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1161,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1162,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1163,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1164,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the material feels too theoretical, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the material feels too theoretical and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1165,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1166,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1167,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1168,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1169,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1170,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1171,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1172,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1173,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1174,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1175,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1176,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize you don’t see yourself enjoying a job in this area, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize you don’t see yourself enjoying a job in this area and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1177,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1178,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1179,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the first year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1180,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1181,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1182,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the second year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1183,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1184,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1185,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the third year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1186,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a four-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1187,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a five-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
1188,"You’ve been considering pursuing a psychology degree in college. The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, after learning more about the program and talking to students, you realize the pay in this field is lower than you expected, and you can’t picture yourself pursuing a career in this field.  You still have the option to choose a different major or career path. Would you continue with the degree? ","You are in the fourth year of a six-year psychology degree at your university.  The field initially seemed exciting and you were particularly motivated by your family’s encouragement. However, now you realize the pay in this field is lower than you expected and you can’t picture yourself pursuing a career in this field.  Even though you’ve already invested quite a mount of time into coursework, you still have the option to pursue a different career or switch majors.  Would you continue with the degree? ",College Degree Pursuit Decision
