id,two_option_condition,decoy_condition,decoy_option,scenario_topic
608,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
609,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
610,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
611,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
612,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
613,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
614,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
615,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
616,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
617,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
618,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
619,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
620,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
621,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
622,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
623,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
624,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
625,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
626,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
627,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
628,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
629,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
630,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
631,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
632,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
633,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
634,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
635,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
636,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
637,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
638,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
639,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
640,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
641,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
642,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
643,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
644,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
645,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Financial analysis skills and comes with strong 10 years in corporate finance. However, they have Occasional deadline issues. 
Candidate B: This candidate also has excellent Financial analysis skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Financial analysis skills and strong 10 years in corporate finance and Occasional deadline issues as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
