id,risk_neutral_condition,risk_averse_condition,scenario_topic
746,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in online store. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in online store. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
747,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in online store. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in online store. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
748,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
749,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
750,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
751,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in rented booth at a festival. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
752,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
753,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
754,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
755,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in local community center. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
756,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
757,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
758,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
759,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in physical storefront. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
760,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
761,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
762,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
763,"Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture baking and selling pastries, operating in mobile business. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
764,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
765,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
766,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
767,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in online store. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
768,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
769,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
770,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
771,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in rented booth at a festival. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
772,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
773,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
774,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
775,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in local community center. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
776,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
777,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
778,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
779,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in physical storefront. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
780,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has potential to expand into a full-time business. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
781,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has might attract investor interest. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
782,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has high potential to scale nationally. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
783,"Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $4000 from your investment.
Option B: A 50% chance to earn $8000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture reselling vintage clothes, operating in mobile business. 
The business has could evolve into a franchise. You’ve already secured $4000 in potential profits, but you must decide:
Option A: Keep $4000 for sure.
Option B: Take a 50% chance to keep all $8000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
784,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has potential to expand into a full-time business. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
785,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has might attract investor interest. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
786,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has high potential to scale nationally. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
787,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has could evolve into a franchise. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
788,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
789,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has might attract investor interest. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
790,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has high potential to scale nationally. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
791,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has could evolve into a franchise. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
792,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has potential to expand into a full-time business. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
793,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has might attract investor interest. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
794,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has high potential to scale nationally. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
795,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has could evolve into a franchise. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
796,"Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $10000 from your investment.
Option B: A 50% chance to earn $20000, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has potential to expand into a full-time business. You’ve already secured $10000 in potential profits, but you must decide:
Option A: Keep $10000 for sure.
Option B: Take a 50% chance to keep all $20000, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
